User_ID,Age,Gender,Country,Subscription_Type,Income,Device,Last_Activity,Days_Since_Last_Activity,Will_Subscribe
63c6c072-0188-4259-8784-b5f72fcc0b92,49,Male,Germany,,40832.0,Tablet,2023-11-22 21:00:00,85,1
24228c44-8f1a-43ec-8f2d-89a4df1a20f1,22,Male,Germany,Basic,50101.0,Tablet,2024-07-08 01:00:00,228,1
3e358f5f-dec2-4964-ba79-a91e14fdbec4,68,Male,Germany,Basic,37059.0,Mobile,2023-06-29 09:00:00,152,0
dd4260e3-e145-4f74-9c67-ddef8915053f,66,Female,USA,Basic,49093.0,Tablet,2022-04-23 20:00:00,112,0
e275fd10-7d61-4578-88e5-edf7a7116a02,52,Female,USA,Basic,61484.0,Desktop,2021-10-27 20:00:00,100,1
5eb1646a-7c4a-4950-b5be-4968af113558,46,Male,Australia,,84244.0,Tablet,2024-04-26 19:00:00,338,1
69419652-a92d-4e68-b45c-76cb99db9c8a,32,Other,India,Premium,81394.0,Mobile,2022-04-15 00:00:00,148,0
da6793e2-3145-4698-95f2-a556798054c9,34,Other,India,Standard,117897.0,Tablet,2021-07-27 21:00:00,326,1
c8817166-04c6-4d63-8232-5f3f32d76d19,40,Male,Australia,Premium,98996.0,Desktop,2024-04-15 23:00:00,152,1
c4a5deea-cd67-455a-8a20-5d4460d8e1e9,46,Other,Germany,Standard,65343.0,Desktop,2022-05-19 03:00:00,115,0
b88ab211-20a1-421a-bf36-1a94be39ad0b,22,Female,Australia,Standard,50564.0,Tablet,2023-10-21 19:00:00,232,0
03db199a-e141-4186-8378-971d5f6beb0d,37,Female,Germany,Premium,66960.0,Mobile,2021-03-02 20:00:00,222,0
6364402c-edd9-40bc-ba34-7851704743a1,43,Other,Australia,Standard,114778.0,Mobile,2020-11-12 07:00:00,187,1
7aadd23c-0cbd-4c2e-878e-f4a18247be4e,22,Female,USA,Standard,40434.0,Mobile,2020-06-17 01:00:00,155,0
eb88772d-9148-4c9f-9544-b86151aa26c4,46,Other,Germany,Standard,104416.0,Mobile,2023-02-23 00:00:00,206,0
6d057274-1c0d-440d-aca0-1ab7f937b7ad,29,Female,USA,Premium,101307.0,Desktop,2021-05-31 05:00:00,214,0
72950946-42da-4a27-ae80-b52df600a7fe,22,Other,USA,Premium,98594.0,Tablet,2024-07-10 00:00:00,263,1
9d88c2e3-5e2c-4523-bfc8-48a2edd99712,56,,USA,Basic,112191.0,Desktop,2023-12-15 11:00:00,176,1
82b92f91-8921-4104-815c-56e32c5a6f22,42,Male,Australia,Basic,71164.0,Mobile,2023-02-21 21:00:00,50,0
90f8c020-f429-4566-99e1-c01ce9d0adb0,47,Other,Australia,Basic,117886.0,Tablet,2022-03-26 03:00:00,83,0
24c5689e-752a-4e8c-abf1-4ae63d4b925b,22,Male,Germany,,47921.0,Mobile,2022-11-30 06:00:00,225,0
8646da9c-bee6-46c3-a219-15ace3ceb3b5,34,Female,India,Premium,52448.0,Mobile,2024-02-22 18:00:00,101,0
8e9950db-91d7-4c7c-8932-a20d39bf0e40,19,Female,Germany,Basic,50443.0,Tablet,2022-03-31 23:00:00,155,1
28b0a8e8-788d-499b-b113-6999b342c901,65,Other,Australia,,66884.0,Tablet,2021-01-22 01:00:00,154,0
2dc7ed54-c4ef-40c9-9a09-8b1af487f335,53,Female,India,Premium,93338.0,Mobile,2024-03-30 02:00:00,26,0
5cd9cd72-4b45-475a-96df-21c941a98002,52,Female,Australia,Standard,59392.0,Mobile,2023-03-08 16:00:00,151,0
f728f404-0ec1-4b7b-8e97-fff23dca0c01,68,Female,Australia,Basic,95903.0,Desktop,2021-05-11 13:00:00,202,0
e9f07cfc-0ce6-4bd7-8ec0-db3f2e5358cf,67,Male,Germany,Standard,59196.0,Desktop,2023-01-02 13:00:00,33,0
9782e895-5e95-47ae-8bd7-2e063b0ace47,40,Female,India,Standard,86083.0,Mobile,2021-07-15 23:00:00,358,1
c3708ebf-7dba-4147-81de-cb503e6e1ccf,23,Female,Australia,,36236.0,Tablet,2024-01-16 07:00:00,218,0
51bc90b4-177a-4f74-a7cf-21d0c2413287,68,Female,Australia,Premium,42886.0,Mobile,2022-05-31 22:00:00,318,1
85dc21a5-615f-4a9c-9fca-18d6542efc99,55,Male,Australia,Standard,69895.0,Mobile,2020-11-17 12:00:00,126,1
11cb0f2a-e69f-46c7-b20d-1532f908844b,18,Other,USA,Standard,109326.0,Mobile,2020-12-07 21:00:00,306,0
5903277e-5cbc-430a-abdd-e5dde96bc1f2,52,Other,USA,Standard,49374.0,Tablet,2021-09-02 03:00:00,231,0
5fba77c5-43a9-48a5-a812-747006b45d87,20,Male,India,Premium,77518.0,Tablet,2020-02-20 23:00:00,63,0
01ebb7d9-4b3a-4e63-813e-298ba40bae15,23,Other,Germany,Standard,111314.0,Mobile,2024-03-06 22:00:00,241,0
ae124539-ee2c-4bba-bfbd-e459aa12319e,54,Male,Germany,,97031.0,Tablet,2024-03-10 20:00:00,246,0
e01a9369-e3f7-43c4-9844-b74eb2bd870c,39,Male,USA,,,Mobile,2021-09-08 06:00:00,323,0
11ff34a4-f057-4076-b036-cae301a9072a,49,Male,USA,Premium,40536.0,Mobile,2022-11-14 06:00:00,246,1
2b89493b-73b0-462a-92e4-154b7b7ef2d2,29,Other,Germany,,44363.0,Mobile,2023-02-27 04:00:00,19,0
eef5ef35-d6a4-4f13-b3bf-26bf61115aa5,55,Male,Germany,Basic,82474.0,Tablet,2022-01-12 10:00:00,7,1
58028168-664b-4306-9c65-a0f679699952,50,Male,Australia,Basic,67185.0,Tablet,2022-08-31 14:00:00,335,0
a7e4a675-4fa1-4b2e-96d0-e81dac5a93a2,61,Male,Germany,Basic,82271.0,Desktop,2020-08-16 22:00:00,257,1
bf178b17-b71d-4bab-9da9-9577449ef5b2,65,Female,Germany,Standard,98395.0,Tablet,2020-11-24 18:00:00,209,0
ca04a7d2-47fd-4eb8-a456-da60760a472c,48,Other,Germany,Standard,99809.0,Tablet,2023-05-06 12:00:00,154,1
5f702fda-536a-46f2-9aee-1d46d807fb1e,19,Male,USA,Standard,,Desktop,2023-04-30 00:00:00,56,1
3b348843-a101-4f70-8c03-bfd107b1de74,21,Male,India,Standard,112908.0,Mobile,2020-09-17 21:00:00,254,0
1e399daf-9a15-4cb9-9cf2-4728ee1401ec,58,Female,India,,60795.0,Tablet,2024-12-31 00:00:00,9,0
8fe97be1-14a1-4eed-8c38-b5866408568f,51,Female,India,Standard,44820.0,Desktop,2023-12-06 04:00:00,267,1
fb35f5be-dc08-4d3d-8493-55f49ea1be61,22,Other,India,,70556.0,Desktop,2024-12-21 05:00:00,222,0
c748513e-8498-48bd-8384-d9746e8c9b0a,51,Female,India,Premium,52410.0,Mobile,2022-03-15 02:00:00,252,1
dab3fcc9-ef29-4921-97d7-f5b10858a5ef,18,,Germany,Premium,119361.0,Tablet,2020-12-03 14:00:00,169,1
9762949c-ab63-4c95-b9a2-de3d6616560f,30,Female,India,Standard,44167.0,Desktop,2020-02-19 02:00:00,126,0
c425df8d-ef8a-442f-9321-114707fdfce2,19,Male,USA,,72832.0,Tablet,2024-03-31 00:00:00,257,0
98974d35-d7ee-4c1f-ad9d-9f71c214e2bc,57,Other,Germany,Premium,72275.0,Desktop,2020-05-08 13:00:00,325,0
fec08625-48fd-467c-8eb0-687c3e9c34de,58,Male,Germany,Basic,71887.0,Desktop,2023-09-25 14:00:00,121,1
a97d5b31-62bc-48d3-9152-fcf3f663437d,67,Male,USA,Premium,51614.0,Mobile,2020-11-16 04:00:00,225,1
51e65e5e-858c-40f1-a5ef-05cd1891d918,66,,India,Basic,95872.0,Mobile,2021-09-04 13:00:00,107,0
b53fabcb-f934-424e-9a5c-2497eca8e403,41,Female,USA,Standard,89363.0,Tablet,2023-03-01 08:00:00,156,0
e75cd30b-193f-45bc-bd76-a12888acc4bb,57,Male,Germany,Basic,74420.0,Tablet,2024-06-16 08:00:00,100,1
59631cbc-1520-4bfc-9a35-bb789b4098a4,52,Male,India,Standard,44614.0,Desktop,2022-09-23 20:00:00,360,1
db53e8c7-923c-4247-96ba-6991865829f9,27,Male,India,Standard,59010.0,Tablet,2020-12-02 05:00:00,71,0
a7635580-222d-4c6f-b8fd-2a06f9a02123,23,Male,Australia,Premium,83191.0,Desktop,2022-12-07 21:00:00,128,0
4c894de8-0ea3-44ea-b628-05c1f8d0b4db,43,Female,India,Basic,101890.0,Desktop,2021-08-25 03:00:00,292,0
7bfc309d-ea4d-400e-8b7d-58dbdc289b1a,38,Other,USA,Basic,33326.0,Desktop,2020-12-10 11:00:00,5,1
1d23e025-317a-4457-9cd0-f8e32df80707,38,Female,USA,Standard,56584.0,Tablet,2024-06-10 12:00:00,321,1
8cf29edd-b992-433f-a3db-97556cdeae54,61,Female,Germany,Standard,111799.0,Desktop,2021-04-09 08:00:00,81,1
1085044e-77cf-44e1-aa9d-062ed6af9c85,21,Male,USA,Standard,114401.0,Mobile,2023-07-06 17:00:00,203,1
7698bbae-4d83-4710-91f9-8e37936f458e,46,Female,Australia,Basic,,Desktop,2023-03-19 07:00:00,157,1
61e0a0f1-64bd-4387-b2b2-bc3b686b1486,66,Male,Australia,Standard,,Mobile,2023-11-23 02:00:00,66,1
eaff0e3d-540e-40a5-b84d-619068cb12ba,39,Female,USA,Basic,74732.0,Tablet,2020-10-17 01:00:00,287,0
2ceb1ba5-a1ee-496d-9d2c-381123a77372,20,,Germany,Premium,77213.0,Desktop,2023-04-02 08:00:00,9,1
0a72fcf3-7ca0-4c50-8a95-bed012214152,48,Other,Australia,Basic,86256.0,Tablet,2020-10-20 20:00:00,354,1
b3a447cb-e95c-4824-80ae-405001e3771f,21,Female,India,Basic,115096.0,Desktop,2021-08-19 06:00:00,28,0
07a2a59a-5f39-4dfa-8611-a9ddb1f1af39,38,Female,Germany,Premium,113682.0,Desktop,2022-03-03 19:00:00,195,0
4b103d7a-ca0a-4368-9972-ffdb97bdb2f1,63,,Australia,Standard,33767.0,Tablet,2021-06-30 11:00:00,120,0
ec0a5c04-88ed-47ba-91de-e98759acb190,26,Female,Australia,Standard,118727.0,Tablet,2022-11-24 11:00:00,359,1
a6e9709e-851a-4163-82d1-69327ca0e137,48,Female,Germany,Premium,101979.0,Desktop,2023-04-28 23:00:00,264,0
ff78339b-787e-4b18-9598-27024cad186c,54,Other,Australia,Basic,107239.0,Mobile,2021-06-15 10:00:00,155,0
e3c224cb-78c1-47c1-abac-4bc7c398faf7,67,Female,USA,Premium,105365.0,Desktop,2023-03-20 16:00:00,279,0
b534669e-4b7e-461a-8752-bbf368425b3d,55,Female,Germany,,67118.0,Desktop,2020-07-22 05:00:00,208,0
d232d4be-6e63-4d4e-9656-a9a2335ec091,44,Female,USA,,105853.0,Tablet,2021-06-17 02:00:00,41,0
474d0dbd-ef72-4a8b-80bb-b482481989a3,29,Female,Australia,Premium,68157.0,Mobile,2024-04-28 10:00:00,297,1
0a276b71-4994-4d8b-8637-abe86d6c0580,50,Male,Australia,Standard,,Mobile,2021-11-02 08:00:00,28,0
23494f37-09f0-4749-a046-70c136392b5b,39,Male,India,Standard,101753.0,Tablet,2024-10-13 03:00:00,199,0
efb8bb72-8e5e-4d63-8147-adee17c2ccb7,26,Male,Australia,Basic,68337.0,Tablet,2023-07-19 07:00:00,302,1
231c6d4e-4e64-4559-84ee-278330155b63,38,Other,USA,,31406.0,Mobile,2021-06-01 00:00:00,282,1
f993c6f1-3781-42e1-a455-c6a21e17e3b4,28,Other,India,,30175.0,Tablet,2024-04-08 19:00:00,188,1
04120179-ff4b-4b4d-ac83-2abf37a4970e,41,Female,Australia,Premium,108661.0,Desktop,2020-06-10 03:00:00,262,1
e9964af7-d8ac-4309-825c-a7d281fa4655,59,,Germany,,72374.0,Desktop,2020-11-28 13:00:00,246,0
2f6efcf1-fbd4-4eec-b7ea-1bb59f3a5e6e,23,Male,Germany,Premium,78791.0,Tablet,2022-11-27 07:00:00,152,0
31d2c3ec-39b2-45f3-a4a9-9497a1c6cb7f,55,Male,USA,Basic,90832.0,Desktop,2023-06-20 17:00:00,222,0
456b4030-1268-4ca9-8b58-064ca8626340,23,,Australia,Basic,57235.0,Mobile,2020-03-16 14:00:00,305,0
fc525746-d302-49d0-8672-0ddbeff6afd7,34,Male,India,Basic,117269.0,Desktop,2022-08-10 04:00:00,255,1
959d5b1c-880d-4883-93ea-01b4652cec55,24,Other,Australia,Basic,76270.0,Tablet,2022-04-09 23:00:00,121,0
0b2bf60e-59de-48e1-a990-0cbb8b7aeda0,32,Other,USA,Premium,65694.0,Desktop,2022-04-08 22:00:00,134,1
5a1aab5a-5f69-4608-9dc5-795f04acaca8,36,Female,Australia,Basic,65732.0,Tablet,2020-04-26 01:00:00,71,0
aa52705e-3904-4ffc-ba1a-25c9124a8f7d,60,Other,India,Basic,32725.0,Mobile,2022-05-14 04:00:00,177,1
cc9c8436-7ee8-4c15-af9d-d4993e803c6c,36,Other,Germany,Basic,102801.0,Tablet,2021-05-24 05:00:00,261,0
ea2dc890-52a9-4f96-8a30-052eb37b248e,49,Male,India,Standard,55126.0,Tablet,2023-06-05 08:00:00,261,0
9ff47307-469c-4b17-b90a-4e3e0380ae9b,62,Male,Germany,Basic,100965.0,Mobile,2022-10-27 16:00:00,215,1
4a5ad029-18d7-4fbb-a95d-918a69fbbedc,23,Male,Australia,Standard,109801.0,Tablet,2023-03-18 12:00:00,356,0
c5eb93d3-4699-446d-8792-a21b952c2a68,32,Female,Australia,Premium,80114.0,Mobile,2021-10-15 15:00:00,19,1
e703fee5-dab9-4f94-9b6b-4806577aee62,20,Male,Australia,Standard,55684.0,Mobile,2021-04-14 04:00:00,99,1
f69c90b1-9046-49d6-9e00-055efa6d4599,22,Female,USA,Premium,44726.0,Desktop,2023-05-07 10:00:00,71,1
8dbdb589-4cd0-4913-8916-6f1d56706a2b,30,Female,India,Standard,73261.0,Mobile,2020-04-13 05:00:00,274,0
cfbdc5af-2d38-486a-b7c5-27c76d4d5974,34,Other,Australia,Premium,32329.0,Desktop,2023-05-07 15:00:00,298,1
3c069040-cf7c-47c2-bd99-9ecd3eb26eb0,19,Male,India,Basic,80887.0,Tablet,2021-10-06 18:00:00,87,0
2b9d1607-d220-467d-9395-e7e3595ad24e,37,Other,Germany,Basic,36937.0,Tablet,2021-06-07 01:00:00,237,1
ef81b433-3d87-4aff-be41-4d711e4c8a85,61,Female,Australia,Premium,58624.0,Tablet,2022-02-26 10:00:00,340,0
a81ec310-59ff-4f4a-9833-877c5159e2d8,52,Other,Germany,,55237.0,Tablet,2021-08-23 23:00:00,169,0
cd170a87-3f3e-4b37-9877-5fd61b9aaa33,57,Male,Australia,Basic,42860.0,Tablet,2021-01-23 20:00:00,27,0
4248d92f-7ebb-4cb1-92f1-3be3abd43742,36,Other,Germany,Basic,67242.0,Desktop,2020-06-04 03:00:00,59,1
3f22ef13-b892-4053-acb4-c576993f6fb1,48,Male,USA,Standard,50649.0,Tablet,2024-01-19 17:00:00,335,0
cdfaa47a-3508-4538-b136-825b7e5e17be,64,Female,Germany,Standard,52344.0,Tablet,2023-12-08 17:00:00,187,0
8514110e-78f9-4625-95f8-4a0e4200cb21,38,Male,Germany,Premium,110960.0,Mobile,2021-01-11 02:00:00,72,0
c3c77ef5-7099-4320-b3d2-8bb18d90a371,67,,India,Standard,87369.0,Mobile,2020-03-11 11:00:00,90,0
ebcee6da-e1fe-4f9d-9146-46f3373d5151,43,Male,USA,Premium,101696.0,Desktop,2023-05-02 09:00:00,354,0
9a6ba15a-7b20-4767-ba62-76a7321fae0b,53,Other,India,Basic,77806.0,Mobile,2024-08-03 19:00:00,262,0
f5f0a19f-760f-4b35-bdce-3bbf58617039,69,Male,USA,Standard,80814.0,Desktop,2020-12-13 08:00:00,50,0
cbeb5c9b-af4f-46de-b308-ee40fff71cac,46,Other,Germany,Standard,71944.0,Tablet,2022-11-04 10:00:00,317,1
59ea0fa9-d123-4644-9d5f-bbc0bada3056,40,Female,Australia,Premium,88062.0,Tablet,2023-05-25 22:00:00,19,0
e6130440-af91-4329-bcf2-40d250a5d383,30,Other,Australia,,81822.0,Desktop,2021-03-10 17:00:00,129,1
4d4edec1-051e-4a5c-9a99-219fe4ef1cc3,55,Female,Australia,,89410.0,Mobile,2022-04-07 03:00:00,60,1
e89671b3-76d9-4dfa-82b9-6d650bde19cf,50,Male,Australia,Standard,,Mobile,2024-09-28 05:00:00,275,1
a62f04fd-4639-45dd-9785-7a72afb4bd35,54,Other,India,Premium,79780.0,Desktop,2021-04-28 14:00:00,157,0
dde4dd5a-ec73-4b87-9d33-bb32741f03db,69,Male,India,Standard,41070.0,Mobile,2020-05-14 12:00:00,170,0
82464690-d073-475c-8d91-362f3a66a9f0,42,Other,India,Basic,60389.0,Tablet,2023-12-16 13:00:00,14,1
23a99565-e5aa-4b52-b871-2770148303ac,24,Male,Australia,Premium,95160.0,Desktop,2024-11-28 05:00:00,193,0
6c009ffb-58bf-4880-88af-e2e84caaead0,18,Other,India,Basic,75781.0,Desktop,2023-03-11 21:00:00,180,1
edca5178-5bb0-4f36-a31f-452d3fbe98e1,60,Other,USA,Standard,99521.0,Desktop,2020-05-08 23:00:00,189,0
89b0b6cb-b673-4f8d-9d46-99ddad00053c,22,Other,Germany,Premium,105103.0,Desktop,2020-02-11 19:00:00,179,1
8f6d11f8-f45a-4fc5-b525-1f5c258654f3,19,Female,Germany,Basic,41891.0,Mobile,2023-03-19 14:00:00,121,1
53dd6495-fe4a-42bf-8c15-49529de84147,67,Female,India,Standard,48772.0,Tablet,2022-12-23 19:00:00,291,0
cc239df3-936b-443e-99bf-615ad5f5c378,50,Other,India,Premium,92210.0,Mobile,2024-09-01 02:00:00,122,0
f89f4283-e670-486f-98de-6a1b3474b8f0,32,Male,USA,Premium,78970.0,Mobile,2021-07-30 22:00:00,71,1
1d6478ac-23fb-4915-bd10-70ed5c7743c0,64,Other,USA,Standard,66514.0,Tablet,2020-01-29 16:00:00,318,0
abb2cdc8-fcfd-4495-b38e-d96e2ed7a8d3,33,Female,Australia,Basic,34364.0,Desktop,2022-02-23 09:00:00,170,1
bb3dcb95-2b20-49c2-9d16-d5b3093dc6a8,57,Other,India,Standard,118770.0,Mobile,2021-12-14 03:00:00,238,0
d1ce1ef1-6646-46a1-98f1-df05752d9b65,30,Female,USA,,,Desktop,2021-04-29 16:00:00,78,0
a0e58854-624e-4fdf-a95c-68131acf02b5,56,Male,Germany,Premium,77186.0,Tablet,2020-07-29 20:00:00,119,1
acbc1a42-08af-4148-b9a4-121bba416e5b,41,Other,USA,Standard,97872.0,Desktop,2023-08-03 01:00:00,250,0
d9a0c6b4-7e0c-4967-82f9-dba143e28a30,25,Other,Germany,Standard,99499.0,Tablet,2022-11-12 20:00:00,169,0
096a523d-56cb-424c-8827-fdac36340d1d,63,Other,Germany,Premium,65272.0,Desktop,2021-09-28 17:00:00,87,0
ab33a2b4-9d3b-4d7c-b4f0-adb075c88b18,41,Other,India,Basic,50228.0,Mobile,2022-07-01 01:00:00,62,1
0ef4cd6d-3641-4588-ad3a-cc37175387e7,41,,USA,Premium,41985.0,Tablet,2022-07-02 20:00:00,180,1
5ae6b669-e1f7-420f-86cf-764bd5882d14,19,Other,Germany,Basic,37581.0,Tablet,2024-02-20 07:00:00,325,1
71bf4a26-a67a-49df-b5a1-abc3ecae0099,21,Male,India,Standard,108288.0,Desktop,2021-05-17 15:00:00,87,0
87430046-a10a-4e06-ac23-d2d44e654f53,68,Female,India,Basic,55794.0,Tablet,2023-05-14 12:00:00,189,1
f5ad2b0d-c3e0-41ac-b11b-84b7957c4342,31,Other,USA,Standard,66680.0,Mobile,2022-03-17 09:00:00,250,1
85245af5-c9a7-44e7-ba92-12dd6e9700ad,43,Other,USA,Standard,34504.0,Mobile,2021-05-05 20:00:00,57,0
355a6359-2eb3-4b78-bd69-3fd955632e4b,34,Male,India,,65711.0,Desktop,2024-06-21 11:00:00,360,1
77b292f3-df6a-4ffb-a261-8e590d899aed,19,Other,Australia,Premium,33636.0,Mobile,2024-08-13 11:00:00,154,0
1e44c064-5ed7-46a3-bb4e-6e37c75335dd,67,Other,Australia,Standard,69552.0,Desktop,2024-08-28 01:00:00,261,1
1271373d-1e2f-431e-a754-dc87d1a833cd,47,Male,Germany,Premium,110081.0,Mobile,2021-05-26 00:00:00,54,1
798d2e43-62d7-4064-99c2-2e84a77abb8d,39,Other,India,Basic,,Tablet,2024-08-10 19:00:00,224,0
f24721f8-c91c-4cdd-bf96-7c4d2a977a8c,30,Other,Australia,Premium,109466.0,Desktop,2023-04-04 20:00:00,307,1
06cb242d-604c-4f4f-8af1-f89937e7b172,44,Other,India,Basic,,Mobile,2022-12-03 08:00:00,128,1
31e2cc66-748b-4e3d-96ae-5b0692792c83,41,Other,Germany,Basic,64856.0,Mobile,2024-11-11 13:00:00,104,0
d60ccb15-6721-4931-9f3a-30d729f18c31,36,Female,Germany,Basic,35513.0,Desktop,2020-02-16 19:00:00,206,1
7dd2ce38-98bf-47c5-b903-b26a72c52943,19,Other,Australia,,66893.0,Mobile,2022-01-15 14:00:00,167,0
a49d63a7-4132-4070-8834-d122e589cd36,41,Other,USA,Standard,,Tablet,2024-02-27 17:00:00,227,0
a9289030-2c77-4b7a-b999-53d93080f4df,54,Other,USA,Basic,90813.0,Tablet,2023-02-23 05:00:00,106,0
99709e96-5672-4da1-ac88-ed223243a37a,68,Other,USA,,30074.0,Mobile,2020-09-06 09:00:00,35,1
df61daef-a41f-4665-8fc1-35442de93c81,54,Male,Germany,Premium,58685.0,Desktop,2024-09-27 08:00:00,53,1
175948c2-5702-4b48-b553-dc6056ae904b,29,Other,India,Basic,59965.0,Desktop,2020-07-03 03:00:00,270,1
2d331669-f632-4086-900e-c54d59d9e732,21,Other,USA,,89352.0,Mobile,2023-01-01 03:00:00,99,0
